"gis_join_match_code","state_name","county_name","county_code","total_population","male","female","white_alone","black_alone","american_indian_alone","asian_alone","hawaiian_pi_alone","sor_alone"
"G2700370061005","Minnesota","Dakota County",37,2415,1185,1230,1803,434,0,37,0,52
"G2700370061007","Minnesota","Dakota County",37,5019,2459,2560,4695,246,38,22,0,0
"G2700370061008","Minnesota","Dakota County",37,1889,1032,857,1795,11,0,25,0,10
"G2700370061009","Minnesota","Dakota County",37,4358,2145,2213,3406,310,0,445,0,174
"G2700370061102","Minnesota","Dakota County",37,4996,2326,2670,4625,87,0,89,0,173
"G2700370061105","Minnesota","Dakota County",37,2468,1249,1219,2374,8,27,31,0,0
"G2700370061106","Minnesota","Dakota County",37,2661,1140,1521,2519,58,0,0,0,0
"G2700370061107","Minnesota","Dakota County",37,6149,2985,3164,6077,0,0,5,0,0
"G2700370061108","Minnesota","Dakota County",37,5804,3074,2730,5548,0,8,29,0,158
"G2700370061401","Minnesota","Dakota County",37,3183,1638,1545,3129,0,0,41,0,5
"G2700370061402","Minnesota","Dakota County",37,3603,1890,1713,3547,3,0,12,0,0
"G2700370061501","Minnesota","Dakota County",37,2369,1239,1130,2314,42,0,0,0,7
"G2700370061502","Minnesota","Dakota County",37,2668,1326,1342,2609,2,0,21,0,24
"G2700390950100","Minnesota","Dodge County",39,4505,2308,2197,4272,29,0,95,0,30
"G2700390950200","Minnesota","Dodge County",39,4013,1889,2124,3922,6,23,0,0,62
"G2700390950300","Minnesota","Dodge County",39,2568,1348,1220,2434,0,0,0,0,45
"G2700390950400","Minnesota","Dodge County",39,3321,1763,1558,3237,0,0,35,0,3
"G2700390950500","Minnesota","Dodge County",39,5422,2561,2861,5401,0,0,0,0,0
"G2700410450100","Minnesota","Douglas County",41,3094,1613,1481,3087,0,0,7,0,0
"G2700410450200","Minnesota","Douglas County",41,3616,1750,1866,3568,0,4,0,0,0
"G2700410450500","Minnesota","Douglas County",41,4622,2288,2334,4556,9,28,0,0,0
"G2700410450600","Minnesota","Douglas County",41,5643,2751,2892,5472,105,26,12,0,0
"G2700410450701","Minnesota","Douglas County",41,4891,2494,2397,4660,112,20,68,0,0
"G2700410450702","Minnesota","Douglas County",41,2643,1298,1345,2593,0,32,0,0,0
"G2700410450800","Minnesota","Douglas County",41,3500,1675,1825,3407,11,34,2,0,0
"G2700410450900","Minnesota","Douglas County",41,3895,1976,1919,3837,0,4,35,0,0
"G2700410451000","Minnesota","Douglas County",41,4005,2100,1905,3954,2,12,10,4,5
"G2700430460100","Minnesota","Faribault County",43,1975,1040,935,1913,0,9,3,0,29
"G2700430460200","Minnesota","Faribault County",43,2460,1206,1254,2378,0,15,15,0,2
"G2700430460300","Minnesota","Faribault County",43,1923,977,946,1818,17,24,0,0,27
"G2700430460400","Minnesota","Faribault County",43,3422,1576,1846,3297,7,0,5,0,70
"G2700430460500","Minnesota","Faribault County",43,2499,1308,1191,2439,0,12,0,0,11
"G2700430460600","Minnesota","Faribault County",43,2540,1227,1313,2437,15,1,14,0,34
"G2700450960100","Minnesota","Fillmore County",45,3691,1706,1985,3642,0,6,9,0,12
"G2700450960200","Minnesota","Fillmore County",45,4418,2198,2220,4364,0,0,0,0,21
"G2700450960300","Minnesota","Fillmore County",45,3798,1795,2003,3613,37,68,31,0,0
"G2700450960400","Minnesota","Fillmore County",45,2929,1522,1407,2891,0,5,7,0,26
"G2700450960500","Minnesota","Fillmore County",45,3101,1593,1508,3101,0,0,0,0,0
"G2700450960600","Minnesota","Fillmore County",45,3041,1577,1464,3006,0,0,5,0,13
"G2700470180100","Minnesota","Freeborn County",47,2994,1496,1498,2904,5,0,0,0,85
"G2700470180200","Minnesota","Freeborn County",47,2692,1382,1310,2685,0,0,0,0,4
"G2700470180300","Minnesota","Freeborn County",47,3210,1589,1621,3128,0,6,7,0,4
"G2700470180400","Minnesota","Freeborn County",47,2836,1409,1427,2823,0,0,0,0,0
"G2700470180500","Minnesota","Freeborn County",47,3974,1845,2129,3853,85,0,0,0,36
"G2700470180600","Minnesota","Freeborn County",47,4517,2228,2289,4251,8,13,179,0,52
"G2700470180700","Minnesota","Freeborn County",47,2852,1470,1382,2812,8,5,0,0,25
"G2700470180800","Minnesota","Freeborn County",47,2466,1362,1104,2260,48,0,21,0,120
"G2700470180900","Minnesota","Freeborn County",47,3438,1655,1783,3002,68,77,20,0,148
"G2700470181000","Minnesota","Freeborn County",47,2408,1209,1199,2352,0,3,17,0,21
"G2700490080101","Minnesota","Goodhue County",49,4166,1866,2300,3995,0,0,0,35,104
"G2700490080102","Minnesota","Goodhue County",49,6302,2867,3435,5817,264,108,2,0,44
"G2700490080200","Minnesota","Goodhue County",49,6605,3379,3226,6208,78,281,0,0,19
"G2700490080300","Minnesota","Goodhue County",49,3953,1956,1997,3817,0,2,82,0,6
"G2700490080400","Minnesota","Goodhue County",49,3786,1927,1859,3692,0,9,3,0,59
"G2700490080500","Minnesota","Goodhue County",49,3394,1855,1539,3293,0,20,34,0,11
"G2700490080600","Minnesota","Goodhue County",49,4688,2214,2474,4535,36,7,38,0,0
"G2700490080700","Minnesota","Goodhue County",49,3485,1878,1607,3329,35,8,35,0,60
"G2700490080800","Minnesota","Goodhue County",49,3885,2128,1757,3738,20,0,42,0,67
"G2700490080900","Minnesota","Goodhue County",49,5666,2753,2913,5440,74,83,24,0,14
"G2700510070100","Minnesota","Grant County",51,3321,1626,1695,3259,18,10,12,0,0
"G2700510070200","Minnesota","Grant County",51,2761,1423,1338,2692,11,5,7,0,29
"G2700530000101","Minnesota","Hennepin County",53,3406,1681,1725,1539,770,0,920,0,0
"G2700530000102","Minnesota","Hennepin County",53,3565,1738,1827,1725,927,131,374,0,262
"G2700530000300","Minnesota","Hennepin County",53,3109,1460,1649,2423,455,0,0,0,36
"G2700530000601","Minnesota","Hennepin County",53,4318,2197,2121,3655,96,57,250,0,16
"G2700530000603","Minnesota","Hennepin County",53,2804,1468,1336,2500,67,29,38,0,0
"G2700530001100","Minnesota","Hennepin County",53,2540,1278,1262,1982,131,23,100,0,278
"G2700530001700","Minnesota","Hennepin County",53,2932,1397,1535,1793,1000,17,4,0,0
"G2700530002200","Minnesota","Hennepin County",53,1731,904,827,134,589,109,711,0,188
"G2700530002400","Minnesota","Hennepin County",53,2616,1390,1226,1879,548,48,72,0,0
"G2700530002700","Minnesota","Hennepin County",53,2757,1218,1539,344,1973,0,253,0,36
"G2700530003200","Minnesota","Hennepin County",53,1709,799,910,235,1212,28,184,0,0
"G2700530003300","Minnesota","Hennepin County",53,2163,928,1235,174,1424,11,437,0,54
"G2700530003800","Minnesota","Hennepin County",53,4479,2356,2123,3597,119,38,646,0,20
"G2700530005901","Minnesota","Hennepin County",53,2971,1737,1234,1578,1004,4,200,0,48
"G2700530005902","Minnesota","Hennepin County",53,3142,1902,1240,1192,1425,85,0,0,302
"G2700530006800","Minnesota","Hennepin County",53,4035,2351,1684,3013,597,24,59,0,232
"G2700530007700","Minnesota","Hennepin County",53,2355,1475,880,1481,501,118,92,0,106
"G2700530007801","Minnesota","Hennepin County",53,1497,793,704,744,408,0,154,0,146
"G2700530008100","Minnesota","Hennepin County",53,3565,1822,1743,3007,247,24,127,0,0
"G2700530008200","Minnesota","Hennepin County",53,4677,2418,2259,3179,1055,69,70,0,204
"G2700530008300","Minnesota","Hennepin County",53,2513,1742,771,1757,548,57,117,0,4
"G2700530008400","Minnesota","Hennepin County",53,2799,1467,1332,1721,749,19,168,0,66
"G2700530008500","Minnesota","Hennepin County",53,4168,1993,2175,2872,870,11,6,0,320
"G2700530009500","Minnesota","Hennepin County",53,2750,1386,1364,1495,715,37,49,0,230
"G2700530009600","Minnesota","Hennepin County",53,3316,1654,1662,2014,749,170,183,0,16
"G2700530010600","Minnesota","Hennepin County",53,3053,1627,1426,2795,63,0,95,0,0
"G2700530010700","Minnesota","Hennepin County",53,2438,1120,1318,2111,0,173,31,0,30
"G2700530011000","Minnesota","Hennepin County",53,3572,1708,1864,3000,237,146,48,0,34
"G2700530011703","Minnesota","Hennepin County",53,4011,1991,2020,3436,268,12,118,0,44
"G2700530011704","Minnesota","Hennepin County",53,3258,1820,1438,2705,280,16,82,0,65
"G2700530011800","Minnesota","Hennepin County",53,4593,2255,2338,4369,30,17,27,0,0
"G2700530011998","Minnesota","Hennepin County",53,3761,1729,2032,3353,118,29,75,0,78
"G2700530012001","Minnesota","Hennepin County",53,6003,2633,3370,5242,311,0,335,0,0
"G2700530012003","Minnesota","Hennepin County",53,5222,2463,2759,3403,762,9,404,0,367
"G2700530012101","Minnesota","Hennepin County",53,3325,1637,1688,1895,1043,37,63,0,147
"G2700530012102","Minnesota","Hennepin County",53,2596,1333,1263,2175,74,88,36,0,92
"G2700530020101","Minnesota","Hennepin County",53,3054,1457,1597,2768,21,0,139,0,86
"G2700530020102","Minnesota","Hennepin County",53,2113,1035,1078,1977,21,0,0,0,115
"G2700530020200","Minnesota","Hennepin County",53,7230,3736,3494,2587,2637,140,1220,0,363
"G2700530020301","Minnesota","Hennepin County",53,2844,1376,1468,2120,508,0,49,0,92
"G2700530020302","Minnesota","Hennepin County",53,2385,1023,1362,1378,595,0,277,0,135
"G2700530020303","Minnesota","Hennepin County",53,3971,1965,2006,1727,902,51,795,0,321
"G2700530020304","Minnesota","Hennepin County",53,3122,1442,1680,1494,1002,7,561,0,18
"G2700530020400","Minnesota","Hennepin County",53,4568,2301,2267,2468,1078,31,525,132,43
"G2700530020500","Minnesota","Hennepin County",53,3631,1923,1708,1772,962,81,459,0,222
"G2700530020600","Minnesota","Hennepin County",53,1922,849,1073,1212,332,0,260,0,104
"G2700530020700","Minnesota","Hennepin County",53,4210,2157,2053,3428,356,8,228,0,115
"G2700530020801","Minnesota","Hennepin County",53,2034,1045,989,1329,231,0,203,0,238
"G2700530020804","Minnesota","Hennepin County",53,3134,1508,1626,2407,186,5,366,0,31
"G2700530020902","Minnesota","Hennepin County",53,2207,1105,1102,2036,28,0,105,0,11
"G2700530020903","Minnesota","Hennepin County",53,3282,1629,1653,2982,117,0,16,0,35
"G2700530021001","Minnesota","Hennepin County",53,5357,2872,2485,4329,586,0,178,0,87
"G2700530021002","Minnesota","Hennepin County",53,1672,726,946,1399,17,0,76,0,45
"G2700530021100","Minnesota","Hennepin County",53,2130,1072,1058,1651,227,0,197,0,0
"G2700530021200","Minnesota","Hennepin County",53,4622,2277,2345,3866,432,0,60,0,165
"G2700530021300","Minnesota","Hennepin County",53,4230,1956,2274,3343,657,0,67,0,55
"G2700530021400","Minnesota","Hennepin County",53,2896,1432,1464,2390,379,0,43,0,0
"G2700530021501","Minnesota","Hennepin County",53,3767,1740,2027,2924,607,0,163,0,24
"G2700530021502","Minnesota","Hennepin County",53,3355,1541,1814,2529,637,26,7,0,9
"G2700530021503","Minnesota","Hennepin County",53,5248,2572,2676,3401,565,15,299,0,747
"G2700530021504","Minnesota","Hennepin County",53,3430,1560,1870,3165,166,0,21,0,9
"G2700530021505","Minnesota","Hennepin County",53,4644,2351,2293,3994,145,26,239,0,83
"G2700530021601","Minnesota","Hennepin County",53,3927,2067,1860,3138,391,54,186,0,62
"G2700530021602","Minnesota","Hennepin County",53,5861,2478,3383,4766,341,0,61,0,10
"G2700530021700","Minnesota","Hennepin County",53,4862,2545,2317,4186,85,0,368,0,0
"G2700530021800","Minnesota","Hennepin County",53,2044,995,1049,1799,91,0,138,0,0
"G2700530021900","Minnesota","Hennepin County",53,3490,1684,1806,3047,185,0,213,0,0
"G2700530022000","Minnesota","Hennepin County",53,1476,720,756,1377,0,0,15,0,28
"G2700530022101","Minnesota","Hennepin County",53,2670,1399,1271,2130,290,0,148,0,25
"G2700530022102","Minnesota","Hennepin County",53,2650,1164,1486,2226,122,0,89,0,26
"G2700530022200","Minnesota","Hennepin County",53,4469,2172,2297,3959,185,92,142,0,65
"G2700530022301","Minnesota","Hennepin County",53,2143,1006,1137,2015,60,0,52,0,0
"G2700530022302","Minnesota","Hennepin County",53,2974,1337,1637,2059,652,26,41,0,38
"G2700530022400","Minnesota","Hennepin County",53,3708,1702,2006,3058,313,0,74,0,22
"G2700530022700","Minnesota","Hennepin County",53,3530,1688,1842,3029,123,0,49,11,160
"G2700530022801","Minnesota","Hennepin County",53,1982,922,1060,1933,15,0,10,0,0
"G2700530022802","Minnesota","Hennepin County",53,3031,1452,1579,2504,282,62,46,36,0
"G2700530022901","Minnesota","Hennepin County",53,4602,2218,2384,4332,74,41,22,0,30
"G2700530022902","Minnesota","Hennepin County",53,1720,875,845,1706,14,0,0,0,0
"G2700530023000","Minnesota","Hennepin County",53,4116,1998,2118,3361,232,0,235,0,31
"G2700530023100","Minnesota","Hennepin County",53,1845,1001,844,1784,0,11,50,0,0
"G2700530023200","Minnesota","Hennepin County",53,6258,2924,3334,3622,1121,43,1052,59,95
"G2700530023300","Minnesota","Hennepin County",53,5343,2591,2752,3964,675,0,140,0,151
"G2700530023400","Minnesota","Hennepin County",53,5819,2794,3025,4460,731,32,347,0,98
"G2700530023501","Minnesota","Hennepin County",53,3782,1725,2057,3351,93,25,194,0,0
"G2700530023502","Minnesota","Hennepin County",53,5706,2765,2941,5293,205,0,21,24,109
"G2700530023600","Minnesota","Hennepin County",53,3829,1920,1909,3698,10,0,88,0,0
"G2700530023700","Minnesota","Hennepin County",53,4701,2263,2438,4288,54,0,245,0,0
"G2700530023801","Minnesota","Hennepin County",53,5057,2663,2394,4694,107,34,69,0,36
"G2700530023802","Minnesota","Hennepin County",53,2686,1284,1402,2567,41,7,32,0,25
"G2700530023901","Minnesota","Hennepin County",53,3454,1657,1797,3132,72,18,177,0,28
"G2700530023902","Minnesota","Hennepin County",53,1940,920,1020,1887,0,0,33,0,20
"G2700530023903","Minnesota","Hennepin County",53,3241,1388,1853,2718,259,0,235,0,0
"G2700530024003","Minnesota","Hennepin County",53,4485,2184,2301,2990,274,145,1002,0,62
"G2700530024004","Minnesota","Hennepin County",53,3296,1011,2285,2979,95,41,181,0,0
"G2700530024005","Minnesota","Hennepin County",53,1540,380,1160,1165,111,0,106,0,69
"G2700530024006","Minnesota","Hennepin County",53,1883,833,1050,1741,40,0,95,0,7
"G2700530024100","Minnesota","Hennepin County",53,3224,1369,1855,2518,386,36,92,0,126
"G2700530024200","Minnesota","Hennepin County",53,3141,1481,1660,2791,47,0,17,0,69
"G2700530024300","Minnesota","Hennepin County",53,4016,2264,1752,2696,416,68,563,0,177
"G2700530024400","Minnesota","Hennepin County",53,4271,1883,2388,2735,323,0,490,0,496
"G2700530024500","Minnesota","Hennepin County",53,2345,1219,1126,1940,96,0,45,0,235
"G2700530024600","Minnesota","Hennepin County",53,3358,1632,1726,2385,542,35,178,0,28
"G2700530024700","Minnesota","Hennepin County",53,3208,1604,1604,2812,183,64,81,0,22
"G2700530024801","Minnesota","Hennepin County",53,1968,969,999,1493,195,0,70,0,200
"G2700530024802","Minnesota","Hennepin County",53,2869,1447,1422,1743,393,22,184,0,442
"G2700530024901","Minnesota","Hennepin County",53,1044,579,465,798,70,0,42,0,124
"G2700530024902","Minnesota","Hennepin County",53,2692,1695,997,1581,179,0,27,71,619
"G2700530024903","Minnesota","Hennepin County",53,2534,1205,1329,657,767,39,327,0,724
"G2700530025100","Minnesota","Hennepin County",53,2435,1342,1093,1275,684,210,97,0,138
"G2700530025201","Minnesota","Hennepin County",53,4858,2358,2500,2858,1137,0,402,0,154
"G2700530025205","Minnesota","Hennepin County",53,4466,2196,2270,3372,246,82,263,0,441
"G2700530025301","Minnesota","Hennepin County",53,2780,1317,1463,2566,23,0,108,0,13
"G2700530025302","Minnesota","Hennepin County",53,4501,2257,2244,3563,439,0,160,0,112
"G2700530025401","Minnesota","Hennepin County",53,4220,2068,2152,2742,402,31,637,0,344
"G2700530025403","Minnesota","Hennepin County",53,3556,1672,1884,2508,238,0,297,0,505
"G2700530025601","Minnesota","Hennepin County",53,2199,1026,1173,1799,81,6,147,0,126
"G2700530025603","Minnesota","Hennepin County",53,3642,1730,1912,3046,284,21,166,0,20
"G2700530025605","Minnesota","Hennepin County",53,3362,1749,1613,2866,61,0,128,0,233
"G2700530025701","Minnesota","Hennepin County",53,6949,3214,3735,5699,417,92,381,0,169
"G2700530025702","Minnesota","Hennepin County",53,4044,1851,2193,3670,49,0,257,0,0
"G2700530025801","Minnesota","Hennepin County",53,3304,1558,1746,2816,241,50,67,0,88
"G2700530025802","Minnesota","Hennepin County",53,2384,1152,1232,1988,214,51,0,0,45
"G2700530025803","Minnesota","Hennepin County",53,2812,1400,1412,2271,198,12,74,0,0
"G2700530025805","Minnesota","Hennepin County",53,2738,1278,1460,2549,11,13,126,0,0
"G2700530025903","Minnesota","Hennepin County",53,6100,3010,3090,5376,147,0,415,0,41
"G2700530025905","Minnesota","Hennepin County",53,4237,1921,2316,3989,52,0,137,0,0
"G2700530025906","Minnesota","Hennepin County",53,5919,2848,3071,5363,57,0,357,0,0
"G2700530025907","Minnesota","Hennepin County",53,4674,2068,2606,3785,475,0,267,0,0
"G2700530026005","Minnesota","Hennepin County",53,3660,1683,1977,3199,253,0,155,0,10
"G2700530026006","Minnesota","Hennepin County",53,2875,1423,1452,2396,375,0,51,0,0
"G2700530026007","Minnesota","Hennepin County",53,4808,2373,2435,2953,693,5,417,0,574
"G2700530026013","Minnesota","Hennepin County",53,4463,2214,2249,4185,74,0,176,0,9
"G2700530026014","Minnesota","Hennepin County",53,4840,2324,2516,4457,0,0,306,0,0
"G2700530026015","Minnesota","Hennepin County",53,5057,2450,2607,4703,75,0,231,0,21
"G2700530026016","Minnesota","Hennepin County",53,6703,3162,3541,5680,433,0,324,0,201
"G2700530026018","Minnesota","Hennepin County",53,6284,3308,2976,5381,160,30,565,0,82
"G2700530026019","Minnesota","Hennepin County",53,5169,2983,2186,2567,434,0,1623,0,426
"G2700530026020","Minnesota","Hennepin County",53,4322,1921,2401,3253,666,31,301,0,0
"G2700530026021","Minnesota","Hennepin County",53,4013,1872,2141,3402,195,0,294,0,16
"G2700530026022","Minnesota","Hennepin County",53,7025,3438,3587,5907,62,0,854,0,48
"G2700530026101","Minnesota","Hennepin County",53,3171,1480,1691,2942,44,12,127,0,0
"G2700530026103","Minnesota","Hennepin County",53,2748,1337,1411,2611,9,0,61,0,9
"G2700530026104","Minnesota","Hennepin County",53,4064,1843,2221,3335,222,13,297,0,25
"G2700530026201","Minnesota","Hennepin County",53,3187,1561,1626,3084,62,0,0,0,41
"G2700530026202","Minnesota","Hennepin County",53,2877,1352,1525,2824,0,0,11,0,0
"G2700530026205","Minnesota","Hennepin County",53,2890,1420,1470,2762,10,53,41,0,0
"G2700530026206","Minnesota","Hennepin County",53,3164,1574,1590,3126,0,0,0,0,0
"G2700530026207","Minnesota","Hennepin County",53,4085,1974,2111,3671,269,0,40,0,21
"G2700530026208","Minnesota","Hennepin County",53,3300,1654,1646,2923,199,21,0,0,13
"G2700530026301","Minnesota","Hennepin County",53,3266,1814,1452,2888,121,39,159,0,13
"G2700530026302","Minnesota","Hennepin County",53,3248,1601,1647,3044,0,59,48,0,67
"G2700530026402","Minnesota","Hennepin County",53,5837,2695,3142,4944,482,0,195,0,15
"G2700530026403","Minnesota","Hennepin County",53,2681,1132,1549,2392,90,27,164,0,0
"G2700530026404","Minnesota","Hennepin County",53,5049,2539,2510,4588,412,5,44,0,0
"G2700530026505","Minnesota","Hennepin County",53,3362,1686,1676,2914,134,0,225,0,27
"G2700530026507","Minnesota","Hennepin County",53,4737,2295,2442,3554,561,0,393,0,127
"G2700530026508","Minnesota","Hennepin County",53,4911,2103,2808,4317,344,0,79,0,60
"G2700530026509","Minnesota","Hennepin County",53,4369,2228,2141,4126,70,8,83,0,25
"G2700530026510","Minnesota","Hennepin County",53,3649,1835,1814,3236,72,5,215,0,33
"G2700530026511","Minnesota","Hennepin County",53,3171,1468,1703,2645,322,0,12,0,134
"G2700530026512","Minnesota","Hennepin County",53,6159,3136,3023,5386,245,42,363,0,15
"G2700530026514","Minnesota","Hennepin County",53,4997,2413,2584,3340,337,0,978,0,148
"G2700530026605","Minnesota","Hennepin County",53,3712,1717,1995,3165,73,35,338,0,91
"G2700530026606","Minnesota","Hennepin County",53,4715,2395,2320,4455,53,9,155,22,0
"G2700530026609","Minnesota","Hennepin County",53,3015,1427,1588,2847,0,0,105,0,14
"G2700530026610","Minnesota","Hennepin County",53,4622,2378,2244,3874,427,28,211,0,15
"G2700530026611","Minnesota","Hennepin County",53,4573,1991,2582,3839,185,0,498,0,0
"G2700530026612","Minnesota","Hennepin County",53,7635,3750,3885,6585,209,35,620,0,108
"G2700530026613","Minnesota","Hennepin County",53,6012,2887,3125,4835,57,31,840,0,75
"G2700530026702","Minnesota","Hennepin County",53,2394,1141,1253,2217,26,0,119,0,18
"G2700530026706","Minnesota","Hennepin County",53,3350,1537,1813,3141,11,17,102,0,0
"G2700530026707","Minnesota","Hennepin County",53,4957,2518,2439,4487,221,0,119,0,61
"G2700530026708","Minnesota","Hennepin County",53,5386,2474,2912,4721,500,0,113,18,0
"G2700530026710","Minnesota","Hennepin County",53,7003,3415,3588,6152,468,12,326,0,28
"G2700530026711","Minnesota","Hennepin County",53,2948,1400,1548,2626,240,27,23,0,22
"G2700530026712","Minnesota","Hennepin County",53,2984,1434,1550,2764,42,0,65,0,67
"G2700530026713","Minnesota","Hennepin County",53,4278,2146,2132,3875,128,0,162,10,27
"G2700530026714","Minnesota","Hennepin County",53,8902,4076,4826,7427,524,0,658,0,207
"G2700530026715","Minnesota","Hennepin County",53,11656,5745,5911,10103,349,0,1057,10,12
"G2700530026716","Minnesota","Hennepin County",53,7561,3820,3741,7086,0,0,388,0,0
"G2700530026807","Minnesota","Hennepin County",53,5449,2705,2744,4048,755,49,361,0,110
"G2700530026809","Minnesota","Hennepin County",53,4568,2413,2155,1717,2242,11,144,0,289
"G2700530026810","Minnesota","Hennepin County",53,6522,3235,3287,2463,2511,11,961,0,113
"G2700530026811","Minnesota","Hennepin County",53,5529,2744,2785,2697,1605,56,827,0,14
"G2700530026812","Minnesota","Hennepin County",53,4943,2586,2357,2811,800,15,1003,0,59
"G2700530026814","Minnesota","Hennepin County",53,5470,2736,2734,2859,1160,0,1278,0,0
"G2700530026815","Minnesota","Hennepin County",53,5032,2420,2612,3133,817,45,902,0,60
"G2700530026816","Minnesota","Hennepin County",53,6115,3115,3000,3093,1590,11,712,0,392
"G2700530026818","Minnesota","Hennepin County",53,4812,2193,2619,2414,1717,0,652,0,0
"G2700530026819","Minnesota","Hennepin County",53,4295,1964,2331,1407,1985,4,442,0,148
"G2700530026820","Minnesota","Hennepin County",53,10891,5418,5473,6555,1751,93,2069,17,14
"G2700530026822","Minnesota","Hennepin County",53,5217,2421,2796,4167,312,0,327,0,54
"G2700530026823","Minnesota","Hennepin County",53,4799,2393,2406,2923,645,0,919,0,56
"G2700530026903","Minnesota","Hennepin County",53,4424,2016,2408,3837,124,0,251,0,59
"G2700530026906","Minnesota","Hennepin County",53,6929,3682,3247,6149,412,0,230,0,0
"G2700530026907","Minnesota","Hennepin County",53,5258,2534,2724,5092,39,0,88,0,0
"G2700530026908","Minnesota","Hennepin County",53,6130,3219,2911,5324,425,0,290,0,0
"G2700530026909","Minnesota","Hennepin County",53,10830,5443,5387,10174,109,0,332,0,58
"G2700530026910","Minnesota","Hennepin County",53,4575,2402,2173,4332,45,16,28,0,0
"G2700530027001","Minnesota","Hennepin County",53,2966,1552,1414,2924,9,0,33,0,0
"G2700530027002","Minnesota","Hennepin County",53,5101,2633,2468,4780,44,9,6,0,126
"G2700530027101","Minnesota","Hennepin County",53,5442,2800,2642,5264,50,0,68,0,60
"G2700530027102","Minnesota","Hennepin County",53,5394,2696,2698,4929,47,0,377,0,18
"G2700530027201","Minnesota","Hennepin County",53,6248,3151,3097,6002,125,25,80,0,0
"G2700530027202","Minnesota","Hennepin County",53,1741,885,856,1660,11,2,0,0,38
"G2700530027203","Minnesota","Hennepin County",53,3425,1696,1729,3295,0,9,82,0,6
"G2700530027300","Minnesota","Hennepin County",53,3717,1744,1973,3552,91,10,46,0,0
"G2700530027400","Minnesota","Hennepin County",53,4047,2036,2011,4029,0,0,18,0,0
"G2700530027501","Minnesota","Hennepin County",53,4346,2183,2163,4166,0,15,58,0,2
"G2700530027503","Minnesota","Hennepin County",53,4092,1964,2128,3845,0,11,78,0,20
"G2700530027504","Minnesota","Hennepin County",53,3175,1566,1609,3069,12,0,35,0,10
"G2700530027601","Minnesota","Hennepin County",53,3702,1791,1911,3499,95,0,47,0,0
"G2700530027602","Minnesota","Hennepin County",53,5335,2780,2555,5011,54,63,51,0,0
"G2700530027700","Minnesota","Hennepin County",53,8289,4042,4247,7682,22,10,284,0,196
"G2700530100200","Minnesota","Hennepin County",53,3383,1644,1739,1852,543,62,256,0,192
"G2700530100400","Minnesota","Hennepin County",53,3145,1634,1511,1215,1452,94,361,0,23
"G2700530100500","Minnesota","Hennepin County",53,1920,1001,919,1577,65,83,37,0,10
"G2700530100700","Minnesota","Hennepin County",53,2704,1291,1413,1648,993,0,0,30,12
"G2700530100800","Minnesota","Hennepin County",53,3711,1558,2153,1501,1285,137,407,0,92
"G2700530100900","Minnesota","Hennepin County",53,4211,2104,2107,1277,1650,48,802,0,258
"G2700530101200","Minnesota","Hennepin County",53,4748,2355,2393,3931,512,0,224,0,25
"G2700530101300","Minnesota","Hennepin County",53,1574,780,794,505,585,89,63,0,71
"G2700530101600","Minnesota","Hennepin County",53,1880,843,1037,424,760,0,353,0,140
"G2700530101800","Minnesota","Hennepin County",53,3316,1525,1791,2278,541,97,47,0,332
"G2700530101900","Minnesota","Hennepin County",53,3011,1318,1693,2127,287,37,169,0,257
"G2700530102000","Minnesota","Hennepin County",53,1907,860,1047,629,956,0,178,0,18
"G2700530102100","Minnesota","Hennepin County",53,2095,974,1121,217,1421,0,310,0,0
"G2700530102300","Minnesota","Hennepin County",53,1466,443,1023,298,847,0,292,0,0
"G2700530102500","Minnesota","Hennepin County",53,3007,1623,1384,2186,384,14,34,0,302
"G2700530102600","Minnesota","Hennepin County",53,1790,924,866,1263,121,8,87,0,173
"G2700530102800","Minnesota","Hennepin County",53,2406,1366,1040,343,1158,9,701,0,2
"G2700530102900","Minnesota","Hennepin County",53,1564,638,926,520,625,11,408,0,0
"G2700530103000","Minnesota","Hennepin County",53,2014,751,1263,1854,15,0,137,0,0
"G2700530103100","Minnesota","Hennepin County",53,1930,1015,915,1575,190,32,73,0,46
"G2700530103400","Minnesota","Hennepin County",53,2626,1238,1388,316,1646,16,145,0,451
"G2700530103600","Minnesota","Hennepin County",53,2044,1111,933,1732,205,0,62,0,10
"G2700530103700","Minnesota","Hennepin County",53,3070,1603,1467,2299,334,0,197,0,114
"G2700530103900","Minnesota","Hennepin County",53,1729,876,853,1415,66,0,232,0,0
"G2700530104000","Minnesota","Hennepin County",53,6117,2911,3206,4459,569,274,567,54,12
"G2700530104100","Minnesota","Hennepin County",53,3333,1633,1700,1392,1579,32,212,0,30
"G2700530104400","Minnesota","Hennepin County",53,1607,970,637,1058,224,0,259,0,21
"G2700530104800","Minnesota","Hennepin County",53,7986,4011,3975,3430,3627,59,695,0,64
"G2700530104900","Minnesota","Hennepin County",53,10216,5042,5174,7835,739,23,1327,0,41
"G2700530105100","Minnesota","Hennepin County",53,2709,1434,1275,2450,116,0,103,0,13
"G2700530105201","Minnesota","Hennepin County",53,3016,1308,1708,2302,481,0,91,0,28
"G2700530105204","Minnesota","Hennepin County",53,2211,1147,1064,1779,380,0,0,0,32
"G2700530105400","Minnesota","Hennepin County",53,3106,1808,1298,2153,587,8,140,0,39
"G2700530105500","Minnesota","Hennepin County",53,3801,1717,2084,3449,31,0,94,0,86
